"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/22/2016","4:01pm",160.41,160.29,1811695,"+0.22%",+0.36
"Yahoo! Inc.","7/22/2016","4:00pm",39.38,38.90,11325660,"+1.36%",+0.53
"JP Morgan Chase & Co. Common St","7/22/2016","4:00pm",64.04,63.90,8195688,"+0.55%",+0.35
"Alphabet Inc.","7/22/2016","4:00pm",759.28,757.32,1046024,"+0.65%",+4.87
"Amazon.com, Inc.","7/22/2016","4:00pm",744.86,747.79,2277711,"+0.06%",+0.43
"Alibaba Group Holding Limited A","7/22/2016","4:00pm",84.49,84.00,5988370,"+0.37%",+0.31
"Apple Inc.","7/22/2016","4:00pm",98.66,99.26,28313669,"-0.77%",-0.77
"Goldman Sachs Group, Inc. (The)","7/25/2016","4:01pm",160.51,159.64,1956099,"+0.06%",+0.10
"Yahoo! Inc.","7/25/2016","4:00pm",38.32,39.20,41814378,"-2.69%",-1.06
"JP Morgan Chase & Co. Common St","7/25/2016","4:00pm",63.87,63.98,8168252,"-0.27%",-0.17
"Alphabet Inc.","7/25/2016","4:00pm",757.52,757.68,1073310,"-0.23%",-1.76
"Amazon.com, Inc.","7/25/2016","4:00pm",739.61,746.55,2679290,"-0.70%",-5.25
"Alibaba Group Holding Limited A","7/25/2016","4:00pm",83.19,84.47,13185912,"-1.54%",-1.30
"Apple Inc.","7/25/2016","4:00pm",97.34,98.20,40382921,"-1.34%",-1.32
"Goldman Sachs Group, Inc. (The)","7/25/2016","4:01pm",160.51,159.64,1956099,"+0.06%",+0.10
"Yahoo! Inc.","7/25/2016","4:00pm",38.32,39.20,41814378,"-2.69%",-1.06
"JP Morgan Chase & Co. Common St","7/25/2016","4:00pm",63.87,63.98,8168252,"-0.27%",-0.17
"Alphabet Inc.","7/25/2016","4:00pm",757.52,757.68,1073310,"-0.23%",-1.76
"Amazon.com, Inc.","7/25/2016","4:00pm",739.61,746.55,2679290,"-0.70%",-5.25
"Alibaba Group Holding Limited A","7/25/2016","4:00pm",83.19,84.47,13185912,"-1.54%",-1.30
"Apple Inc.","7/25/2016","4:00pm",97.34,98.20,40382921,"-1.34%",-1.32
"Goldman Sachs Group, Inc. (The)","7/25/2016","4:01pm",160.51,159.64,1956099,"+0.06%",+0.10
"Yahoo! Inc.","7/25/2016","4:00pm",38.32,39.20,41814378,"-2.69%",-1.06
"JP Morgan Chase & Co. Common St","7/25/2016","4:00pm",63.87,63.98,8168252,"-0.27%",-0.17
"Alphabet Inc.","7/25/2016","4:00pm",757.52,757.68,1073310,"-0.23%",-1.76
"Amazon.com, Inc.","7/25/2016","4:00pm",739.61,746.55,2679290,"-0.70%",-5.25
"Alibaba Group Holding Limited A","7/25/2016","4:00pm",83.19,84.47,13185912,"-1.54%",-1.30
"Apple Inc.","7/25/2016","4:00pm",97.34,98.20,40382921,"-1.34%",-1.32
"Goldman Sachs Group, Inc. (The)","7/25/2016","4:01pm",160.51,159.64,1956099,"+0.06%",+0.10
"Yahoo! Inc.","7/25/2016","4:00pm",38.32,39.20,41814378,"-2.69%",-1.06
"JP Morgan Chase & Co. Common St","7/25/2016","4:00pm",63.87,63.98,8168252,"-0.27%",-0.17
"Alphabet Inc.","7/25/2016","4:00pm",757.52,757.68,1073310,"-0.23%",-1.76
"Amazon.com, Inc.","7/25/2016","4:00pm",739.61,746.55,2679290,"-0.70%",-5.25
"Alibaba Group Holding Limited A","7/25/2016","4:00pm",83.19,84.47,13185912,"-1.54%",-1.30
"Apple Inc.","7/25/2016","4:00pm",97.34,98.20,40382921,"-1.34%",-1.32
"Goldman Sachs Group, Inc. (The)","7/25/2016","4:01pm",160.51,159.64,1956099,"+0.06%",+0.10
"Yahoo! Inc.","7/25/2016","4:00pm",38.32,39.20,41814378,"-2.69%",-1.06
"JP Morgan Chase & Co. Common St","7/25/2016","4:00pm",63.87,63.98,8168252,"-0.27%",-0.17
"Alphabet Inc.","7/25/2016","4:00pm",757.52,757.68,1073310,"-0.23%",-1.76
"Amazon.com, Inc.","7/25/2016","4:00pm",739.61,746.55,2679290,"-0.70%",-5.25
"Alibaba Group Holding Limited A","7/25/2016","4:00pm",83.19,84.47,13185912,"-1.54%",-1.30
"Apple Inc.","7/25/2016","4:00pm",97.34,98.20,40382921,"-1.34%",-1.32
"Goldman Sachs Group, Inc. (The)","7/25/2016","4:01pm",160.51,159.64,1956099,"+0.06%",+0.10
"Yahoo! Inc.","7/25/2016","4:00pm",38.32,39.20,41814378,"-2.69%",-1.06
"JP Morgan Chase & Co. Common St","7/25/2016","4:00pm",63.87,63.98,8168252,"-0.27%",-0.17
"Alphabet Inc.","7/25/2016","4:00pm",757.52,757.68,1073310,"-0.23%",-1.76
"Amazon.com, Inc.","7/25/2016","4:00pm",739.61,746.55,2679290,"-0.70%",-5.25
"Alibaba Group Holding Limited A","7/25/2016","4:00pm",83.19,84.47,13185912,"-1.54%",-1.30
"Apple Inc.","7/25/2016","4:00pm",97.34,98.20,40382921,"-1.34%",-1.32
"Goldman Sachs Group, Inc. (The)","7/25/2016","4:01pm",160.51,159.64,1956099,"+0.06%",+0.10
"Yahoo! Inc.","7/25/2016","4:00pm",38.32,39.20,41814378,"-2.69%",-1.06
"JP Morgan Chase & Co. Common St","7/25/2016","4:00pm",63.87,63.98,8168252,"-0.27%",-0.17
"Alphabet Inc.","7/25/2016","4:00pm",757.52,757.68,1073310,"-0.23%",-1.76
"Amazon.com, Inc.","7/25/2016","4:00pm",739.61,746.55,2679290,"-0.70%",-5.25
"Alibaba Group Holding Limited A","7/25/2016","4:00pm",83.19,84.47,13185912,"-1.54%",-1.30
"Apple Inc.","7/25/2016","4:00pm",97.34,98.20,40382921,"-1.34%",-1.32
