"Alphabet Inc.","7/20/2016","12:18pm",759.04,755.40,572777,"+0.75%",+5.63
"Amazon.com, Inc.","7/20/2016","12:18pm",744.16,743.87,1005647,"+0.57%",+4.21
"Alibaba Group Holding Limited A","7/20/2016","12:18pm",83.905,83.270,5722531,"+1.371%",+1.135
"Apple Inc.","7/20/2016","12:18pm",99.96,100.00,13200487,"+0.09%",+0.09
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:19pm",160.97,162.55,1787361,"-0.27%",-0.44
"Yahoo! Inc.","7/20/2016","12:19pm",38.62,38.36,3323203,"+1.18%",+0.45
"JP Morgan Chase & Co. Common St","7/20/2016","12:19pm",64.045,64.110,4945515,"+0.290%",+0.185
"Alphabet Inc.","7/20/2016","12:19pm",759.00,755.40,575169,"+0.74%",+5.59
"Amazon.com, Inc.","7/20/2016","12:19pm",744.045,743.870,1007413,"+0.553%",+4.095
"Alibaba Group Holding Limited A","7/20/2016","12:19pm",83.8884,83.2700,5727981,"+1.3512%",+1.1184
"Apple Inc.","7/20/2016","12:19pm",99.9562,100.0000,13228402,"+0.0863%",+0.0862
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:20pm",161.10,162.55,1801032,"-0.19%",-0.31
"Yahoo! Inc.","7/20/2016","12:20pm",38.637,38.360,3334239,"+1.223%",+0.467
"JP Morgan Chase & Co. Common St","7/20/2016","12:20pm",64.0463,64.1100,4955045,"+0.2917%",+0.1863
"Alphabet Inc.","7/20/2016","12:20pm",758.7925,755.4000,579695,"+0.7144%",+5.3825
"Amazon.com, Inc.","7/20/2016","12:20pm",744.28,743.87,1010606,"+0.59%",+4.33
"Alibaba Group Holding Limited A","7/20/2016","12:20pm",83.86,83.27,5732800,"+1.32%",+1.09
"Apple Inc.","7/20/2016","12:20pm",99.955,100.000,13262749,"+0.085%",+0.085
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:21pm",161.21,162.55,1806677,"-0.12%",-0.20
"Yahoo! Inc.","7/20/2016","12:21pm",38.645,38.360,3347412,"+1.244%",+0.475
"JP Morgan Chase & Co. Common St","7/20/2016","12:21pm",64.045,64.110,4965374,"+0.290%",+0.185
"Alphabet Inc.","7/20/2016","12:21pm",758.70,755.40,581468,"+0.70%",+5.29
"Amazon.com, Inc.","7/20/2016","12:21pm",743.90,743.87,1013152,"+0.53%",+3.95
"Alibaba Group Holding Limited A","7/20/2016","12:21pm",83.865,83.270,5740204,"+1.323%",+1.095
"Apple Inc.","7/20/2016","12:21pm",99.95,100.00,13308420,"+0.08%",+0.08
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:22pm",161.205,162.550,1817928,"-0.127%",-0.205
"Yahoo! Inc.","7/20/2016","12:22pm",38.64,38.36,3357101,"+1.23%",+0.47
"JP Morgan Chase & Co. Common St","7/20/2016","12:22pm",64.025,64.110,4987670,"+0.258%",+0.165
"Alphabet Inc.","7/20/2016","12:22pm",758.64,755.40,584766,"+0.69%",+5.23
"Amazon.com, Inc.","7/20/2016","12:22pm",744.0287,743.8700,1018898,"+0.5512%",+4.0787
"Alibaba Group Holding Limited A","7/20/2016","12:22pm",83.88,83.27,5752597,"+1.34%",+1.11
"Apple Inc.","7/20/2016","12:22pm",99.935,100.000,13362560,"+0.065%",+0.065
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:23pm",161.18,162.55,1846044,"-0.14%",-0.23
"Yahoo! Inc.","7/20/2016","12:23pm",38.63,38.36,3366722,"+1.21%",+0.46
"JP Morgan Chase & Co. Common St","7/20/2016","12:23pm",64.0281,64.1100,5003401,"+0.2632%",+0.1681
"Alphabet Inc.","7/20/2016","12:23pm",758.38,755.40,587935,"+0.66%",+4.97
"Amazon.com, Inc.","7/20/2016","12:23pm",743.74,743.87,1022884,"+0.51%",+3.79
"Alibaba Group Holding Limited A","7/20/2016","12:23pm",83.8737,83.2700,5772248,"+1.3335%",+1.1037
"Apple Inc.","7/20/2016","12:23pm",99.945,100.000,13388919,"+0.075%",+0.075
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:24pm",161.21,162.55,1851240,"-0.12%",-0.20
"Yahoo! Inc.","7/20/2016","12:24pm",38.62,38.36,3394062,"+1.18%",+0.45
"JP Morgan Chase & Co. Common St","7/20/2016","12:24pm",64.0299,64.1100,5013304,"+0.2660%",+0.1699
"Alphabet Inc.","7/20/2016","12:24pm",758.425,755.400,588399,"+0.666%",+5.015
"Amazon.com, Inc.","7/20/2016","12:24pm",743.55,743.87,1026075,"+0.49%",+3.60
"Alibaba Group Holding Limited A","7/20/2016","12:24pm",83.90,83.27,5802060,"+1.37%",+1.13
"Apple Inc.","7/20/2016","12:24pm",99.909,100.000,13449587,"+0.039%",+0.039
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:25pm",161.26,162.55,1854529,"-0.09%",-0.15
"Yahoo! Inc.","7/20/2016","12:25pm",38.62,38.36,3395012,"+1.18%",+0.45
"JP Morgan Chase & Co. Common St","7/20/2016","12:25pm",64.02,64.11,5030563,"+0.25%",+0.16
"Alphabet Inc.","7/20/2016","12:25pm",758.24,755.40,589077,"+0.64%",+4.83
"Amazon.com, Inc.","7/20/2016","12:25pm",743.7294,743.8700,1028550,"+0.5108%",+3.7794
"Alibaba Group Holding Limited A","7/20/2016","12:25pm",83.9125,83.2700,6184336,"+1.3803%",+1.1425
"Apple Inc.","7/20/2016","12:25pm",99.9359,100.0000,13488327,"+0.0660%",+0.0659
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:26pm",161.35,162.55,1859181,"-0.04%",-0.06
"Yahoo! Inc.","7/20/2016","12:26pm",38.62,38.36,3397033,"+1.18%",+0.45
"JP Morgan Chase & Co. Common St","7/20/2016","12:26pm",64.04,64.11,5043722,"+0.28%",+0.18
"Alphabet Inc.","7/20/2016","12:26pm",758.23,755.40,589635,"+0.64%",+4.82
"Amazon.com, Inc.","7/20/2016","12:26pm",743.56,743.87,1031495,"+0.49%",+3.61
"Alibaba Group Holding Limited A","7/20/2016","12:26pm",83.90,83.27,6189348,"+1.37%",+1.13
"Apple Inc.","7/20/2016","12:26pm",99.9258,100.0000,13545806,"+0.0559%",+0.0558
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:27pm",161.31,162.55,1863507,"-0.06%",-0.10
"Yahoo! Inc.","7/20/2016","12:27pm",38.61,38.36,3412339,"+1.15%",+0.44
"JP Morgan Chase & Co. Common St","7/20/2016","12:27pm",64.035,64.110,5060091,"+0.274%",+0.175
"Alphabet Inc.","7/20/2016","12:27pm",758.39,755.40,590817,"+0.66%",+4.98
"Amazon.com, Inc.","7/20/2016","12:27pm",743.54,743.87,1035293,"+0.49%",+3.59
"Alibaba Group Holding Limited A","7/20/2016","12:27pm",83.87,83.27,6203642,"+1.33%",+1.10
"Apple Inc.","7/20/2016","12:27pm",99.94,100.00,13583974,"+0.07%",+0.07
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:28pm",161.30,162.55,1866335,"-0.07%",-0.11
"Yahoo! Inc.","7/20/2016","12:28pm",38.6101,38.3600,3461955,"+1.1530%",+0.4401
"JP Morgan Chase & Co. Common St","7/20/2016","12:28pm",64.05,64.11,5071071,"+0.30%",+0.19
"Alphabet Inc.","7/20/2016","12:28pm",758.48,755.40,594312,"+0.67%",+5.07
"Amazon.com, Inc.","7/20/2016","12:28pm",743.35,743.87,1040136,"+0.46%",+3.40
"Alibaba Group Holding Limited A","7/20/2016","12:28pm",83.845,83.270,6259282,"+1.299%",+1.075
"Apple Inc.","7/20/2016","12:28pm",99.949,100.000,13614555,"+0.079%",+0.079
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:29pm",161.29,162.55,1868499,"-0.07%",-0.12
"Yahoo! Inc.","7/20/2016","12:29pm",38.61,38.36,3490266,"+1.15%",+0.44
"JP Morgan Chase & Co. Common St","7/20/2016","12:29pm",64.03,64.11,5092682,"+0.27%",+0.17
"Alphabet Inc.","7/20/2016","12:29pm",758.46,755.40,596292,"+0.67%",+5.05
"Amazon.com, Inc.","7/20/2016","12:29pm",743.405,743.870,1043655,"+0.467%",+3.455
"Alibaba Group Holding Limited A","7/20/2016","12:29pm",83.85,83.27,6270155,"+1.30%",+1.08
"Apple Inc.","7/20/2016","12:29pm",99.959,100.000,13658293,"+0.089%",+0.089
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:30pm",161.29,162.55,1872535,"-0.07%",-0.12
"Yahoo! Inc.","7/20/2016","12:30pm",38.615,38.360,3490818,"+1.166%",+0.445
"JP Morgan Chase & Co. Common St","7/20/2016","12:30pm",64.015,64.110,5103770,"+0.243%",+0.155
"Alphabet Inc.","7/20/2016","12:30pm",758.37,755.40,596570,"+0.66%",+4.96
"Amazon.com, Inc.","7/20/2016","12:30pm",743.3283,743.8700,1046403,"+0.4566%",+3.3783
"Alibaba Group Holding Limited A","7/20/2016","12:30pm",83.85,83.27,6283133,"+1.30%",+1.08
"Apple Inc.","7/20/2016","12:30pm",99.9763,100.0000,13687285,"+0.1064%",+0.1063
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:31pm",161.29,162.55,1879875,"-0.07%",-0.12
"Yahoo! Inc.","7/20/2016","12:31pm",38.615,38.360,3497999,"+1.166%",+0.445
"JP Morgan Chase & Co. Common St","7/20/2016","12:31pm",64.02,64.11,5120405,"+0.25%",+0.16
"Alphabet Inc.","7/20/2016","12:31pm",757.961,755.400,598718,"+0.604%",+4.551
"Amazon.com, Inc.","7/20/2016","12:31pm",743.17,743.87,1050233,"+0.44%",+3.22
"Alibaba Group Holding Limited A","7/20/2016","12:31pm",83.86,83.27,6293378,"+1.32%",+1.09
"Apple Inc.","7/20/2016","12:31pm",99.98,100.00,13757504,"+0.11%",+0.11
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:32pm",161.29,162.55,1882809,"-0.07%",-0.12
"Yahoo! Inc.","7/20/2016","12:32pm",38.61,38.36,3510503,"+1.15%",+0.44
"JP Morgan Chase & Co. Common St","7/20/2016","12:32pm",64.04,64.11,5142296,"+0.28%",+0.18
"Alphabet Inc.","7/20/2016","12:32pm",758.37,755.40,598923,"+0.66%",+4.96
"Amazon.com, Inc.","7/20/2016","12:32pm",742.71,743.87,1061410,"+0.37%",+2.76
"Alibaba Group Holding Limited A","7/20/2016","12:32pm",83.8399,83.2700,6305805,"+1.2926%",+1.0699
"Apple Inc.","7/20/2016","12:32pm",99.99,100.00,13781797,"+0.12%",+0.12
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:33pm",161.24,162.55,1890952,"-0.11%",-0.17
"Yahoo! Inc.","7/20/2016","12:33pm",38.61,38.36,3511434,"+1.15%",+0.44
"JP Morgan Chase & Co. Common St","7/20/2016","12:33pm",64.0163,64.1100,5151025,"+0.2447%",+0.1563
"Alphabet Inc.","7/20/2016","12:33pm",758.2062,755.4000,599206,"+0.6366%",+4.7962
"Amazon.com, Inc.","7/20/2016","12:33pm",742.64,743.87,1068935,"+0.36%",+2.69
"Alibaba Group Holding Limited A","7/20/2016","12:33pm",83.84,83.27,6326498,"+1.29%",+1.07
"Apple Inc.","7/20/2016","12:33pm",99.945,100.000,13848053,"+0.075%",+0.075
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:34pm",161.28,162.55,1894727,"-0.08%",-0.13
"Yahoo! Inc.","7/20/2016","12:34pm",38.605,38.360,3512814,"+1.140%",+0.435
"JP Morgan Chase & Co. Common St","7/20/2016","12:34pm",64.025,64.110,5164003,"+0.258%",+0.165
"Alphabet Inc.","7/20/2016","12:34pm",757.98,755.40,601830,"+0.61%",+4.57
"Amazon.com, Inc.","7/20/2016","12:34pm",743.07,743.87,1070453,"+0.42%",+3.12
"Alibaba Group Holding Limited A","7/20/2016","12:34pm",83.85,83.27,6328316,"+1.30%",+1.08
"Apple Inc.","7/20/2016","12:34pm",99.92,100.00,13885224,"+0.05%",+0.05
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:35pm",161.30,162.55,1897934,"-0.07%",-0.11
"Yahoo! Inc.","7/20/2016","12:35pm",38.61,38.36,3516055,"+1.15%",+0.44
"JP Morgan Chase & Co. Common St","7/20/2016","12:35pm",64.035,64.110,5170644,"+0.274%",+0.175
"Alphabet Inc.","7/20/2016","12:35pm",758.11,755.40,602540,"+0.62%",+4.70
"Amazon.com, Inc.","7/20/2016","12:35pm",742.86,743.87,1074605,"+0.39%",+2.91
"Alibaba Group Holding Limited A","7/20/2016","12:35pm",83.825,83.270,6342383,"+1.275%",+1.055
"Apple Inc.","7/20/2016","12:35pm",99.9156,100.0000,13917397,"+0.0457%",+0.0456
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:36pm",161.30,162.55,1901492,"-0.07%",-0.11
"Yahoo! Inc.","7/20/2016","12:36pm",38.601,38.360,3517303,"+1.129%",+0.431
"JP Morgan Chase & Co. Common St","7/20/2016","12:36pm",64.0159,64.1100,5182388,"+0.2441%",+0.1559
"Alphabet Inc.","7/20/2016","12:36pm",757.97,755.40,606358,"+0.61%",+4.56
"Amazon.com, Inc.","7/20/2016","12:36pm",743.339,743.870,1079284,"+0.458%",+3.389
"Alibaba Group Holding Limited A","7/20/2016","12:36pm",83.8236,83.2700,6370578,"+1.2729%",+1.0536
"Apple Inc.","7/20/2016","12:36pm",99.9342,100.0000,13928170,"+0.0643%",+0.0642
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:37pm",161.33,162.55,1902512,"-0.05%",-0.08
"Yahoo! Inc.","7/20/2016","12:37pm",38.59,38.36,3529155,"+1.10%",+0.42
"JP Morgan Chase & Co. Common St","7/20/2016","12:37pm",64.0044,64.1100,5192547,"+0.2261%",+0.1444
"Alphabet Inc.","7/20/2016","12:36pm",757.97,755.40,606464,"+0.61%",+4.56
"Amazon.com, Inc.","7/20/2016","12:38pm",742.75,743.87,1081555,"+0.38%",+2.80
"Alibaba Group Holding Limited A","7/20/2016","12:38pm",83.78,83.27,6402823,"+1.22%",+1.01
"Apple Inc.","7/20/2016","12:38pm",99.94,100.00,13965644,"+0.07%",+0.07
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:38pm",161.37,162.55,1906434,"-0.02%",-0.04
"Yahoo! Inc.","7/20/2016","12:38pm",38.58,38.36,3537219,"+1.07%",+0.41
"JP Morgan Chase & Co. Common St","7/20/2016","12:39pm",64.02,64.11,5200627,"+0.25%",+0.16
"Alphabet Inc.","7/20/2016","12:38pm",757.92,755.40,606878,"+0.60%",+4.51
"Amazon.com, Inc.","7/20/2016","12:39pm",742.605,743.870,1087367,"+0.359%",+2.655
"Alibaba Group Holding Limited A","7/20/2016","12:38pm",83.84,83.27,6440856,"+1.29%",+1.07
"Apple Inc.","7/20/2016","12:38pm",99.94,100.00,13971592,"+0.07%",+0.07
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:39pm",161.38,162.55,1910646,"-0.02%",-0.03
"Yahoo! Inc.","7/20/2016","12:40pm",38.59,38.36,3544350,"+1.10%",+0.42
"JP Morgan Chase & Co. Common St","7/20/2016","12:39pm",64.01,64.11,5212910,"+0.23%",+0.15
"Alphabet Inc.","7/20/2016","12:40pm",757.93,755.40,610319,"+0.60%",+4.52
"Amazon.com, Inc.","7/20/2016","12:40pm",742.25,743.87,1094648,"+0.31%",+2.30
"Alibaba Group Holding Limited A","7/20/2016","12:40pm",83.89,83.27,6490548,"+1.35%",+1.12
"Apple Inc.","7/20/2016","12:39pm",99.945,100.000,14003670,"+0.075%",+0.075
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:41pm",161.45,162.55,1914031,"+0.02%",+0.04
"Yahoo! Inc.","7/20/2016","12:40pm",38.60,38.36,3548266,"+1.13%",+0.43
"JP Morgan Chase & Co. Common St","7/20/2016","12:40pm",63.995,64.110,5234113,"+0.211%",+0.135
"Alphabet Inc.","7/20/2016","12:41pm",757.15,755.40,616503,"+0.50%",+3.74
"Amazon.com, Inc.","7/20/2016","12:41pm",742.58,743.87,1098636,"+0.36%",+2.63
"Alibaba Group Holding Limited A","7/20/2016","12:41pm",83.96,83.27,6534464,"+1.44%",+1.19
"Apple Inc.","7/20/2016","12:41pm",99.94,100.00,14041485,"+0.07%",+0.07
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:42pm",161.46,162.55,1916281,"+0.03%",+0.05
"Yahoo! Inc.","7/20/2016","12:41pm",38.6037,38.3600,3553195,"+1.1362%",+0.4337
"JP Morgan Chase & Co. Common St","7/20/2016","12:42pm",63.9837,64.1100,5257916,"+0.1937%",+0.1237
"Alphabet Inc.","7/20/2016","12:41pm",757.54,755.40,617812,"+0.55%",+4.13
"Amazon.com, Inc.","7/20/2016","12:42pm",742.74,743.87,1104121,"+0.38%",+2.79
"Alibaba Group Holding Limited A","7/20/2016","12:42pm",83.98,83.27,6548113,"+1.46%",+1.21
"Apple Inc.","7/20/2016","12:42pm",99.94,100.00,14086788,"+0.07%",+0.07
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:55pm",161.6234,162.5500,1981691,"+0.1322%",+0.2134
"Yahoo! Inc.","7/20/2016","12:55pm",38.595,38.360,3624551,"+1.113%",+0.425
"JP Morgan Chase & Co. Common St","7/20/2016","12:55pm",64.02,64.11,5397084,"+0.25%",+0.16
"Alphabet Inc.","7/20/2016","12:55pm",757.61,755.40,630098,"+0.56%",+4.20
"Amazon.com, Inc.","7/20/2016","12:55pm",742.473,743.870,1168391,"+0.341%",+2.523
"Alibaba Group Holding Limited A","7/20/2016","12:55pm",84.085,83.270,6828555,"+1.589%",+1.315
"Apple Inc.","7/20/2016","12:55pm",99.7975,100.0000,14678408,"-0.0726%",-0.0725
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:56pm",161.65,162.55,1986475,"+0.15%",+0.24
"Yahoo! Inc.","7/20/2016","12:56pm",38.589,38.360,3630216,"+1.098%",+0.419
"JP Morgan Chase & Co. Common St","7/20/2016","12:56pm",64.03,64.11,5404073,"+0.27%",+0.17
"Alphabet Inc.","7/20/2016","12:55pm",757.61,755.40,630151,"+0.56%",+4.20
"Amazon.com, Inc.","7/20/2016","12:56pm",742.54,743.87,1173883,"+0.35%",+2.59
"Alibaba Group Holding Limited A","7/20/2016","12:56pm",84.01,83.27,7149006,"+1.50%",+1.24
"Apple Inc.","7/20/2016","12:56pm",99.8142,100.0000,14706148,"-0.0559%",-0.0558
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:57pm",161.64,162.55,1989327,"+0.14%",+0.23
"Yahoo! Inc.","7/20/2016","12:57pm",38.575,38.360,3635539,"+1.061%",+0.405
"JP Morgan Chase & Co. Common St","7/20/2016","12:57pm",64.029,64.110,5407926,"+0.265%",+0.169
"Alphabet Inc.","7/20/2016","12:57pm",757.36,755.40,630547,"+0.52%",+3.95
"Amazon.com, Inc.","7/20/2016","12:57pm",742.516,743.870,1176551,"+0.347%",+2.566
"Alibaba Group Holding Limited A","7/20/2016","12:57pm",83.97,83.27,7217681,"+1.45%",+1.20
"Apple Inc.","7/20/2016","12:57pm",99.83,100.00,14742531,"-0.04%",-0.04
"Goldman Sachs Group, Inc. (The)","7/20/2016","12:59pm",161.69,162.55,1992591,"+0.17%",+0.28
"Yahoo! Inc.","7/20/2016","12:58pm",38.585,38.360,3640209,"+1.087%",+0.415
"JP Morgan Chase & Co. Common St","7/20/2016","12:59pm",64.04,64.11,5413010,"+0.28%",+0.18
"Alphabet Inc.","7/20/2016","12:59pm",757.32,755.40,631038,"+0.52%",+3.91
"Amazon.com, Inc.","7/20/2016","12:58pm",742.66,743.87,1180320,"+0.37%",+2.71
"Alibaba Group Holding Limited A","7/20/2016","12:59pm",84.00,83.27,7246704,"+1.49%",+1.23
"Apple Inc.","7/20/2016","12:59pm",99.85,100.00,14752890,"-0.02%",-0.02
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:00pm",161.67,162.55,1996719,"+0.16%",+0.26
"Yahoo! Inc.","7/20/2016","12:59pm",38.59,38.36,3641612,"+1.10%",+0.42
"JP Morgan Chase & Co. Common St","7/20/2016","12:59pm",64.0434,64.1100,5419811,"+0.2872%",+0.1834
"Alphabet Inc.","7/20/2016","12:59pm",757.15,755.40,635212,"+0.50%",+3.74
"Amazon.com, Inc.","7/20/2016","12:59pm",742.43,743.87,1183598,"+0.34%",+2.48
"Alibaba Group Holding Limited A","7/20/2016","1:00pm",84.025,83.270,7304926,"+1.516%",+1.255
"Apple Inc.","7/20/2016","1:00pm",99.831,100.000,14778619,"-0.039%",-0.039
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:00pm",161.62,162.55,2003726,"+0.13%",+0.21
"Yahoo! Inc.","7/20/2016","1:00pm",38.60,38.36,3658597,"+1.13%",+0.43
"JP Morgan Chase & Co. Common St","7/20/2016","1:01pm",64.04,64.11,5452463,"+0.28%",+0.18
"Alphabet Inc.","7/20/2016","1:01pm",757.16,755.40,636212,"+0.50%",+3.75
"Amazon.com, Inc.","7/20/2016","1:00pm",742.55,743.87,1186615,"+0.35%",+2.60
"Alibaba Group Holding Limited A","7/20/2016","1:00pm",84.09,83.27,7439350,"+1.59%",+1.32
"Apple Inc.","7/20/2016","1:00pm",99.847,100.000,14787646,"-0.023%",-0.023
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:02pm",161.645,162.550,2007287,"+0.146%",+0.235
"Yahoo! Inc.","7/20/2016","1:02pm",38.595,38.360,3668131,"+1.113%",+0.425
"JP Morgan Chase & Co. Common St","7/20/2016","1:02pm",64.047,64.110,5467394,"+0.293%",+0.187
"Alphabet Inc.","7/20/2016","1:02pm",757.27,755.40,636782,"+0.51%",+3.86
"Amazon.com, Inc.","7/20/2016","1:02pm",742.57,743.87,1193163,"+0.35%",+2.62
"Alibaba Group Holding Limited A","7/20/2016","1:02pm",84.0799,83.2700,7453134,"+1.5826%",+1.3099
"Apple Inc.","7/20/2016","1:02pm",99.841,100.000,14832683,"-0.029%",-0.029
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:03pm",161.54,162.55,2011618,"+0.08%",+0.13
"Yahoo! Inc.","7/20/2016","1:02pm",38.60,38.36,3673077,"+1.13%",+0.43
"JP Morgan Chase & Co. Common St","7/20/2016","1:03pm",64.035,64.110,5504057,"+0.274%",+0.175
"Alphabet Inc.","7/20/2016","1:02pm",756.87,755.40,639509,"+0.46%",+3.46
"Amazon.com, Inc.","7/20/2016","1:02pm",742.605,743.870,1195965,"+0.359%",+2.655
"Alibaba Group Holding Limited A","7/20/2016","1:03pm",84.074,83.270,7459216,"+1.575%",+1.304
"Apple Inc.","7/20/2016","1:03pm",99.8459,100.0000,14877145,"-0.0241%",-0.0241
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:03pm",161.60,162.55,2015578,"+0.12%",+0.19
"Yahoo! Inc.","7/20/2016","1:04pm",38.60,38.36,3680211,"+1.13%",+0.43
"JP Morgan Chase & Co. Common St","7/20/2016","1:04pm",64.0339,64.1100,5519145,"+0.2723%",+0.1739
"Alphabet Inc.","7/20/2016","1:04pm",756.84,755.40,640006,"+0.46%",+3.43
"Amazon.com, Inc.","7/20/2016","1:03pm",742.69,743.87,1199634,"+0.37%",+2.74
"Alibaba Group Holding Limited A","7/20/2016","1:04pm",84.135,83.270,7491758,"+1.649%",+1.365
"Apple Inc.","7/20/2016","1:04pm",99.81,100.00,14902887,"-0.06%",-0.06
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:05pm",161.66,162.55,2018757,"+0.15%",+0.25
"Yahoo! Inc.","7/20/2016","1:05pm",38.61,38.36,3684265,"+1.15%",+0.44
"JP Morgan Chase & Co. Common St","7/20/2016","1:05pm",64.0444,64.1100,5552408,"+0.2888%",+0.1844
"Alphabet Inc.","7/20/2016","1:05pm",756.96,755.40,642276,"+0.47%",+3.55
"Amazon.com, Inc.","7/20/2016","1:05pm",742.75,743.87,1205461,"+0.38%",+2.80
"Alibaba Group Holding Limited A","7/20/2016","1:05pm",84.15,83.27,7509860,"+1.67%",+1.38
"Apple Inc.","7/20/2016","1:05pm",99.8138,100.0000,14917351,"-0.0563%",-0.0562
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:06pm",161.65,162.55,2024429,"+0.15%",+0.24
"Yahoo! Inc.","7/20/2016","1:05pm",38.60,38.36,3684865,"+1.13%",+0.43
"JP Morgan Chase & Co. Common St","7/20/2016","1:06pm",64.05,64.11,5582366,"+0.30%",+0.19
"Alphabet Inc.","7/20/2016","1:05pm",756.781,755.400,643385,"+0.447%",+3.371
"Amazon.com, Inc.","7/20/2016","1:06pm",742.8265,743.8700,1207256,"+0.3887%",+2.8765
"Alibaba Group Holding Limited A","7/20/2016","1:06pm",84.16,83.27,7515979,"+1.68%",+1.39
"Apple Inc.","7/20/2016","1:06pm",99.804,100.000,14945007,"-0.066%",-0.066
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:07pm",161.64,162.55,2026708,"+0.14%",+0.23
"Yahoo! Inc.","7/20/2016","1:07pm",38.62,38.36,3688954,"+1.18%",+0.45
"JP Morgan Chase & Co. Common St","7/20/2016","1:07pm",64.065,64.110,5585965,"+0.321%",+0.205
"Alphabet Inc.","7/20/2016","1:06pm",756.95,755.40,644094,"+0.47%",+3.54
"Amazon.com, Inc.","7/20/2016","1:06pm",743.00,743.87,1208870,"+0.41%",+3.05
"Alibaba Group Holding Limited A","7/20/2016","1:07pm",84.20,83.27,7559405,"+1.73%",+1.43
"Apple Inc.","7/20/2016","1:07pm",99.81,100.00,14956328,"-0.06%",-0.06
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:08pm",161.75,162.55,2033277,"+0.21%",+0.34
"Yahoo! Inc.","7/20/2016","1:08pm",38.625,38.360,3692459,"+1.192%",+0.455
"JP Morgan Chase & Co. Common St","7/20/2016","1:08pm",64.075,64.110,5602338,"+0.337%",+0.215
"Alphabet Inc.","7/20/2016","1:07pm",757.15,755.40,644753,"+0.50%",+3.74
"Amazon.com, Inc.","7/20/2016","1:08pm",743.21,743.87,1211837,"+0.44%",+3.26
"Alibaba Group Holding Limited A","7/20/2016","1:08pm",84.174,83.270,7616554,"+1.696%",+1.404
"Apple Inc.","7/20/2016","1:08pm",99.84,100.00,14981511,"-0.03%",-0.03
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:09pm",161.71,162.55,2036111,"+0.19%",+0.30
"Yahoo! Inc.","7/20/2016","1:08pm",38.63,38.36,3702756,"+1.21%",+0.46
"JP Morgan Chase & Co. Common St","7/20/2016","1:09pm",64.08,64.11,5608930,"+0.34%",+0.22
"Alphabet Inc.","7/20/2016","1:08pm",756.922,755.400,646153,"+0.466%",+3.512
"Amazon.com, Inc.","7/20/2016","1:09pm",743.22,743.87,1217678,"+0.44%",+3.27
"Alibaba Group Holding Limited A","7/20/2016","1:09pm",84.14,83.27,7632051,"+1.66%",+1.37
"Apple Inc.","7/20/2016","1:09pm",99.83,100.00,15004629,"-0.04%",-0.04
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:10pm",161.77,162.55,2039019,"+0.22%",+0.36
"Yahoo! Inc.","7/20/2016","1:10pm",38.64,38.36,3751837,"+1.23%",+0.47
"JP Morgan Chase & Co. Common St","7/20/2016","1:10pm",64.0603,64.1100,5616790,"+0.3137%",+0.2003
"Alphabet Inc.","7/20/2016","1:10pm",756.57,755.40,652857,"+0.42%",+3.16
"Amazon.com, Inc.","7/20/2016","1:10pm",743.22,743.87,1219491,"+0.44%",+3.27
"Alibaba Group Holding Limited A","7/20/2016","1:10pm",84.16,83.27,7707786,"+1.68%",+1.39
"Apple Inc.","7/20/2016","1:10pm",99.84,100.00,15029804,"-0.03%",-0.03
"Goldman Sachs Group, Inc. (The)","7/20/2016","1:13pm",161.77,162.55,2056497,"+0.22%",+0.36
